,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,guests_included,new_price
2141939,26714896,2020-03-09,f,120.0,120.0,3.0,1124.0,Campanhã,PORTO,41.14674,-8.58797,9,3.0,3.0,5.0,0.0,30.0,8.0,5.0,4.787491742782046
2142291,26823056,2020-03-09,f,120.0,120.0,2.0,29.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.17956,-8.68237,4,2.0,2.0,3.0,0.0,0.0,0.0,1.0,4.787491742782046
2142656,26588162,2020-03-09,f,59.0,59.0,4.0,1125.0,Ramalde,PORTO,41.17164,-8.64236,4,1.0,1.0,2.0,0.0,30.0,0.0,4.0,4.07753744390572
2143008,26715787,2020-03-09,t,50.0,50.0,2.0,15.0,Aguçadoura e Navais,PÓVOA DE VARZIM,41.43244,-8.76011,3,1.0,1.0,0.0,0.0,0.0,10.0,2.0,3.912023005428146
2143364,26827758,2020-03-09,f,70.0,70.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14572,-8.61311,6,2.0,3.0,3.0,0.0,35.0,15.0,4.0,4.248495242049359
2143721,26716167,2020-03-09,t,35.0,35.0,3.0,1125.0,Campanhã,PORTO,41.14895,-8.58727,4,1.0,1.0,1.0,0.0,15.0,7.0,2.0,3.555348061489413
2144074,26830024,2020-03-09,f,24.0,24.0,1.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.12322,-8.62883,4,1.0,1.0,2.0,0.0,20.0,10.0,2.0,3.1780538303479458
2144426,26588214,2020-03-09,t,70.0,70.0,3.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13598,-8.60587,8,1.0,3.0,4.0,0.0,40.0,0.0,1.0,4.248495242049359
2144471,26717731,2020-03-09,f,100.0,100.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15729,-8.61036,6,2.0,2.0,2.0,150.0,30.0,20.0,4.0,4.605170185988092
2144827,26833272,2020-03-09,f,25.0,25.0,2.0,7.0,Bonfim,PORTO,41.14626,-8.59549,2,1.0,1.0,1.0,0.0,18.0,18.0,2.0,3.218875824868201
2145069,26590625,2020-03-09,f,58.0,58.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14868,-8.60894,4,1.0,1.0,3.0,0.0,0.0,0.0,1.0,4.060443010546419
2145431,26833574,2020-03-09,f,55.0,55.0,1.0,1125.0,São Félix da Marinha,VILA NOVA DE GAIA,41.01978,-8.63934,4,1.0,1.0,2.0,0.0,0.0,10.0,2.0,4.007333185232471
2145782,26834296,2020-03-09,f,40.0,40.0,5.0,1125.0,Bonfim,PORTO,41.15598,-8.59465,4,1.0,1.0,3.0,1000.0,12.0,20.0,2.0,3.688879454113936
2146134,26726652,2020-03-09,f,45.0,45.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16052,-8.60494,5,2.0,2.0,3.0,0.0,30.0,15.0,4.0,3.80666248977032
2146492,26591777,2020-03-09,t,68.0,68.0,2.0,20.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14697,-8.60429,4,1.0,2.0,3.0,200.0,0.0,12.0,2.0,4.219507705176107
2146846,26837770,2020-03-09,t,24.0,24.0,3.0,1125.0,Bonfim,PORTO,41.16189,-8.60278,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.1780538303479458
2147199,26735439,2020-03-09,f,70.0,70.0,2.0,1125.0,Espinho,ESPINHO,41.01019,-8.63955,6,1.0,2.0,3.0,0.0,20.0,0.0,1.0,4.248495242049359
2147560,26843360,2020-03-09,f,60.0,60.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.13067,-8.60549,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0943445622221
2147910,26593099,2020-03-09,f,75.0,75.0,4.0,30.0,Ramalde,PORTO,41.1657,-8.63341,4,1.0,2.0,2.0,0.0,20.0,0.0,1.0,4.31748811353631
2148263,26739681,2020-03-09,t,70.0,70.0,1.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1506,-8.60844,4,1.0,1.0,3.0,0.0,0.0,0.0,4.0,4.248495242049359
2148622,26844366,2020-03-09,f,39.0,39.0,3.0,31.0,Campanhã,PORTO,41.17376,-8.58411,4,1.0,1.0,2.0,0.0,10.0,0.0,1.0,3.6635616461296463
2148984,26739846,2020-03-09,t,47.0,47.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14495,-8.60673,3,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.8501476017100575
2149339,26593734,2020-03-09,f,64.0,64.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15005,-8.60847,5,1.0,2.0,4.0,0.0,0.0,0.0,1.0,4.158883083359672
2149696,26746420,2020-03-09,t,39.0,39.0,3.0,1125.0,"Póvoa de Varzim, Beiriz e Argivai",PÓVOA DE VARZIM,41.37475,-8.76292,6,1.0,3.0,4.0,100.0,40.0,9.0,3.0,3.6635616461296463
2150045,26594214,2020-03-09,f,58.0,58.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15024,-8.60881,3,1.0,1.0,3.0,200.0,0.0,0.0,1.0,4.060443010546419
2150400,26858647,2020-03-09,t,180.0,180.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14706,-8.60922,8,1.0,4.0,6.0,0.0,0.0,0.0,1.0,5.19295685089021
2150757,26749230,2020-03-09,f,120.0,120.0,2.0,7.0,Campanhã,PORTO,41.14441,-8.57951,6,2.0,3.0,4.0,0.0,40.0,10.0,4.0,4.787491742782046
2151109,26594739,2020-03-09,f,68.0,68.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14976,-8.61038,6,1.0,2.0,5.0,200.0,0.0,0.0,1.0,4.219507705176107
2151464,26763296,2020-03-09,f,32.0,32.0,2.0,1125.0,Ramalde,PORTO,41.16577,-8.63745,2,1.0,1.0,1.0,0.0,15.0,5.0,2.0,3.4657359027997265
2151820,26858831,2020-03-09,t,175.0,175.0,2.0,1125.0,Bonfim,PORTO,41.14803,-8.59814,7,1.0,0.0,7.0,0.0,0.0,0.0,1.0,5.1647859739235145
2152175,26600203,2020-03-09,f,65.0,72.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14225,-8.61381,6,1.0,2.0,6.0,0.0,45.0,10.0,2.0,4.174387269895637
2152532,26764621,2020-03-09,f,66.0,66.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15582,-8.61367,6,2.0,3.0,5.0,0.0,0.0,0.0,1.0,4.189654742026425
2152839,26764641,2020-03-09,t,35.0,35.0,2.0,1125.0,Ramalde,PORTO,41.16717,-8.63773,3,1.0,1.0,3.0,0.0,15.0,0.0,1.0,3.555348061489413
2153192,26859870,2020-03-09,t,35.0,35.0,2.0,15.0,Romariz,SANTA MARIA DA FEIRA,40.95447,-8.4478,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.555348061489413
2153542,26602027,2020-03-09,f,30.0,30.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15114,-8.62103,1,3.0,1.0,1.0,0.0,15.0,10.0,3.0,3.4011973816621555
2153711,26765897,2020-03-09,t,150.0,150.0,2.0,1125.0,Campanhã,PORTO,41.15409,-8.59019,13,2.0,7.0,10.0,0.0,60.0,15.0,8.0,5.010635294096256
2154065,26602537,2020-03-09,t,45.0,45.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1561,-8.61009,2,1.0,1.0,1.0,0.0,25.0,0.0,2.0,3.80666248977032
2154419,26766493,2020-03-09,t,36.0,36.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15077,-8.6059,3,1.0,1.0,1.0,0.0,20.0,5.0,1.0,3.58351893845611
2154773,26860746,2020-03-09,f,58.0,58.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14586,-8.60926,2,1.0,0.0,1.0,200.0,0.0,15.0,2.0,4.060443010546419
2155130,26605274,2020-03-09,t,30.0,30.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15435,-8.61152,4,1.0,2.0,2.0,0.0,25.0,10.0,2.0,3.4011973816621555
2155487,26862439,2020-03-09,t,210.0,210.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14798,-8.60886,9,2.0,5.0,8.0,0.0,0.0,0.0,1.0,5.3471075307174685
2155849,26767718,2020-03-09,t,51.0,51.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14209,-8.61423,4,1.0,1.0,1.0,0.0,25.0,6.0,2.0,3.9318256327243257
2156206,26769406,2020-03-09,f,50.0,50.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14251,-8.61451,2,1.0,0.0,1.0,0.0,22.0,0.0,2.0,3.912023005428146
2156563,26866291,2020-03-09,t,37.0,37.0,2.0,29.0,Bonfim,PORTO,41.15177,-8.60066,4,1.0,1.0,1.0,0.0,10.0,0.0,1.0,3.610917912644224
2156669,27007334,2020-03-09,f,26.0,26.0,1.0,1125.0,Campanhã,PORTO,41.1688,-8.58732,2,1.0,1.0,2.0,0.0,9.0,0.0,1.0,3.258096538021482
2157019,26870091,2020-03-09,f,41.0,41.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14451,-8.60281,4,1.0,1.0,2.0,0.0,20.0,10.0,2.0,3.713572066704308
2157369,26771209,2020-03-09,f,54.0,54.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14251,-8.61451,4,1.0,1.0,1.0,0.0,25.0,6.0,2.0,3.9889840465642745
2157726,27008604,2020-03-09,f,26.0,26.0,1.0,1125.0,Paranhos,PORTO,41.17279,-8.58789,2,1.0,1.0,2.0,0.0,9.0,0.0,1.0,3.258096538021482
2158081,26772236,2020-03-09,f,59.0,59.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14251,-8.61451,4,1.0,1.0,1.0,0.0,25.0,6.0,2.0,4.07753744390572
2158434,27008954,2020-03-09,f,28.0,28.0,1.0,1125.0,Paranhos,PORTO,41.17212,-8.58933,2,1.0,1.0,2.0,0.0,9.0,0.0,1.0,3.332204510175204
2158789,26870497,2020-03-09,f,33.0,33.0,2.0,15.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.12795,-8.60823,2,2.0,1.0,1.0,89.0,0.0,0.0,1.0,3.49650756146648
2159149,27010009,2020-03-09,t,140.0,140.0,1.0,90.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15067,-8.61432,6,2.0,2.0,3.0,0.0,25.0,20.0,4.0,4.941642422609304
2159504,26871157,2020-03-09,t,49.0,49.0,3.0,21.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.12672,-8.60765,6,1.0,2.0,3.0,150.0,30.0,10.0,4.0,3.8918202981106265
2159856,26772626,2020-03-09,t,200.0,200.0,2.0,1125.0,Canidelo,VILA NOVA DE GAIA,41.13147,-8.66655,8,2.0,3.0,6.0,0.0,0.0,25.0,4.0,5.298317366548036
2160210,26873643,2020-03-09,t,20.0,20.0,2.0,1125.0,Bonfim,PORTO,41.15423,-8.59873,1,1.0,1.0,1.0,0.0,10.0,0.0,1.0,2.995732273553991
2160563,27011039,2020-03-09,t,85.0,85.0,2.0,1125.0,Moldes,AROUCA,40.92062,-8.21348,6,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.442651256490317
2160920,26773396,2020-03-09,f,57.0,57.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14196,-8.61551,2,1.0,0.0,1.0,0.0,22.0,0.0,2.0,4.04305126783455
2161276,26874039,2020-03-09,t,20.0,20.0,2.0,1125.0,Bonfim,PORTO,41.15642,-8.59964,1,1.0,1.0,1.0,0.0,10.0,0.0,1.0,2.995732273553991
2161634,27012350,2020-03-09,t,60.0,60.0,1.0,90.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15067,-8.61427,4,1.0,0.0,3.0,0.0,15.0,20.0,2.0,4.0943445622221
2161988,26774325,2020-03-09,t,60.0,60.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14361,-8.61565,5,1.0,2.0,3.0,0.0,25.0,6.0,2.0,4.0943445622221
2162341,26874154,2020-03-09,t,32.0,32.0,2.0,1125.0,Bonfim,PORTO,41.15552,-8.59806,2,1.0,1.0,1.0,0.0,10.0,0.0,1.0,3.4657359027997265
2162693,27012838,2020-03-09,f,100.0,100.0,2.0,1125.0,Avintes,VILA NOVA DE GAIA,41.10985,-8.54011,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.605170185988092
2162705,26774761,2020-03-09,f,45.0,45.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15271,-8.61596,4,1.0,0.0,2.0,150.0,20.0,10.0,2.0,3.80666248977032
2163071,26892501,2020-03-09,t,35.0,35.0,30.0,30.0,"AVer-o-Mar, Amorim e Terroso",PÓVOA DE VARZIM,41.39633,-8.76805,1,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.555348061489413
2163434,27013653,2020-03-09,f,26.0,26.0,3.0,1125.0,Bonfim,PORTO,41.16041,-8.60303,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.258096538021482
2163787,26776138,2020-03-09,f,25.0,25.0,2.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13531,-8.60689,2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.218875824868201
2163866,27017384,2020-03-09,t,75.0,75.0,1.0,90.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15067,-8.61427,4,1.0,1.0,2.0,0.0,15.0,20.0,2.0,4.31748811353631
2164222,26895906,2020-03-09,t,65.0,65.0,1.0,15.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14592,-8.6123,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.174387269895637
2164583,27184067,2020-03-09,t,44.0,44.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14652,-8.60273,2,1.0,0.0,1.0,150.0,15.0,10.0,2.0,3.784189633918261
2164910,26897800,2020-03-09,t,50.0,50.0,1.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15192,-8.64861,3,1.0,1.0,2.0,0.0,25.0,5.0,2.0,3.912023005428146
2165264,27020416,2020-03-09,t,65.0,65.0,1.0,90.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15067,-8.61427,4,1.0,1.0,3.0,0.0,15.0,20.0,2.0,4.174387269895637
2165620,27186063,2020-03-09,t,100.0,100.0,7.0,28.0,Vila do Conde,VILA DO CONDE,41.36379,-8.75776,5,1.0,2.0,3.0,0.0,0.0,0.0,1.0,4.605170185988092
2165971,27021081,2020-03-09,t,50.0,50.0,3.0,1125.0,Labruge,VILA DO CONDE,41.27164,-8.72583,5,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.912023005428146
2166270,26912527,2020-03-09,t,62.0,62.0,1.0,30.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.19808,-8.70915,3,1.0,1.0,2.0,0.0,0.0,10.0,2.0,4.127134385045092
2166621,27189077,2020-03-09,f,26.0,26.0,1.0,1125.0,Paranhos,PORTO,41.17147,-8.5878,2,1.0,1.0,1.0,0.0,9.0,0.0,1.0,3.258096538021482
2166964,27021491,2020-03-09,f,56.0,56.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14841,-8.60336,4,1.0,2.0,2.0,0.0,15.0,10.0,2.0,4.02535169073515
2167322,26913115,2020-03-09,f,103.0,103.0,2.0,180.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14204,-8.60777,8,2.0,3.0,4.0,0.0,45.0,10.0,4.0,4.634728988229636
2167685,27189435,2020-03-09,f,26.0,26.0,1.0,1125.0,Paranhos,PORTO,41.17229,-8.58766,2,1.0,1.0,1.0,0.0,9.0,0.0,1.0,3.258096538021482
2168034,27192318,2020-03-09,f,25.0,25.0,1.0,15.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.1133,-8.60859,2,1.0,1.0,2.0,0.0,5.0,10.0,2.0,3.218875824868201
2168390,26913123,2020-03-09,t,35.0,35.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14998,-8.6136,3,1.0,0.0,2.0,0.0,20.0,20.0,2.0,3.555348061489413
2168746,27021920,2020-03-09,f,48.0,48.0,2.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.14872,-8.6567,4,2.0,2.0,2.0,0.0,35.0,0.0,2.0,3.871201010907891
2169075,27202488,2020-03-09,f,40.0,40.0,1.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18039,-8.68728,2,1.0,1.0,2.0,0.0,12.0,10.0,1.0,3.688879454113936
2169434,27022137,2020-03-09,f,56.0,56.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14883,-8.60546,4,1.0,1.0,1.0,0.0,15.0,10.0,2.0,4.02535169073515
2169786,27211273,2020-03-09,t,61.0,61.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14936,-8.61642,4,1.0,0.0,2.0,0.0,15.0,10.0,2.0,4.110873864173311
2170147,26915239,2020-03-09,f,80.0,80.0,2.0,1125.0,Bonfim,PORTO,41.16542,-8.58975,4,1.0,1.0,3.0,0.0,20.0,20.0,2.0,4.382026634673881
2170454,27217859,2020-03-09,t,110.0,110.0,4.0,1125.0,Azurara,VILA DO CONDE,41.34205,-8.73425,6,2.0,3.0,3.0,200.0,25.0,5.0,4.0,4.700480365792417
2170806,27023112,2020-03-09,f,29.0,29.0,1.0,1125.0,Bonfim,PORTO,41.14871,-8.60068,3,1.0,1.0,3.0,0.0,25.0,0.0,1.0,3.367295829986474
2170976,27026905,2020-03-09,t,65.0,65.0,2.0,14.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15383,-8.6146,3,1.0,1.0,2.0,0.0,15.0,0.0,1.0,4.174387269895637
2171330,27218347,2020-03-09,t,295.0,295.0,4.0,1125.0,Água Longa,SANTO TIRSO,41.27389,-8.49918,6,2.0,3.0,4.0,500.0,50.0,0.0,1.0,5.68697535633982
2171680,27027206,2020-03-09,f,58.0,58.0,2.0,10.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15254,-8.60801,3,1.0,1.0,1.0,150.0,20.0,15.0,2.0,4.060443010546419
2172043,27220606,2020-03-09,t,113.0,113.0,3.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16499,-8.6301,7,1.0,3.0,4.0,200.0,40.0,5.0,4.0,4.727387818712341
2172396,26918769,2020-03-09,t,35.0,35.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14999,-8.61676,6,1.0,1.0,3.0,0.0,8.0,15.0,4.0,3.555348061489413
2172750,27221181,2020-03-09,t,61.0,61.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14936,-8.61642,4,1.0,1.0,1.0,0.0,15.0,10.0,2.0,4.110873864173311
2173106,27030277,2020-03-09,f,30.0,30.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1509,-8.615,5,2.0,1.0,3.0,0.0,25.0,15.0,2.0,3.4011973816621555
2173244,27221557,2020-03-09,f,48.0,48.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1462,-8.60467,3,1.0,2.0,3.0,0.0,20.0,5.0,1.0,3.871201010907891
2173485,26921269,2020-03-09,t,37.0,37.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15369,-8.60955,4,1.0,1.0,1.0,200.0,25.0,20.0,2.0,3.610917912644224
2173840,27044166,2020-03-09,t,27.0,27.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15427,-8.61138,2,1.0,0.0,1.0,0.0,17.0,5.0,1.0,3.295836866004329
2174063,26924529,2020-03-09,f,40.0,40.0,1.0,1125.0,Bonfim,PORTO,41.15392,-8.60224,6,1.0,3.0,4.0,0.0,20.0,10.0,3.0,3.688879454113936
2174419,27222372,2020-03-09,f,49.0,49.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14481,-8.61147,4,1.0,1.0,2.0,0.0,29.0,10.0,2.0,3.8918202981106265
2174431,27050303,2020-03-09,t,50.0,50.0,3.0,1125.0,"Gondomar (São Cosme), Valbom e Jovim",GONDOMAR,41.12908,-8.56038,6,1.0,3.0,3.0,0.0,40.0,0.0,1.0,3.912023005428146
2174621,27222617,2020-03-09,t,42.0,36.0,2.0,363.0,Bonfim,PORTO,41.14791,-8.60125,3,1.0,1.0,2.0,0.0,45.0,15.0,2.0,3.737669618283368
2174978,26940346,2020-03-09,t,45.0,45.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14338,-8.60325,6,2.0,1.0,1.0,0.0,23.0,5.0,1.0,3.80666248977032
2175200,27050747,2020-03-09,t,35.0,35.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14442,-8.61076,4,1.0,1.0,1.0,0.0,35.0,15.0,2.0,3.555348061489413
2175503,27224192,2020-03-09,t,42.0,36.0,2.0,1125.0,Bonfim,PORTO,41.14791,-8.60125,2,1.0,1.0,1.0,0.0,40.0,15.0,2.0,3.737669618283368
2175859,27051189,2020-03-09,t,54.0,54.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15071,-8.6184,5,1.0,2.0,4.0,0.0,30.0,20.0,4.0,3.9889840465642745
2176213,26940832,2020-03-09,t,85.0,85.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15002,-8.61446,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.442651256490317
2176569,27226046,2020-03-09,f,37.0,37.0,3.0,300.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15493,-8.61382,3,1.0,1.0,2.0,0.0,20.0,30.0,2.0,3.610917912644224
2176924,26942265,2020-03-09,f,45.0,45.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14463,-8.60422,4,1.0,0.0,2.0,0.0,23.0,5.0,1.0,3.80666248977032
2177149,27052131,2020-03-09,t,50.0,50.0,1.0,7.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.09949,-8.60815,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.912023005428146
2177500,27232198,2020-03-09,t,36.0,36.0,3.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15357,-8.63199,4,2.0,1.0,3.0,100.0,25.0,10.0,2.0,3.58351893845611
2177855,27244050,2020-03-09,f,32.0,32.0,2.0,1125.0,Ramalde,PORTO,41.16474,-8.63168,2,1.0,1.0,2.0,0.0,25.0,0.0,1.0,3.4657359027997265
2178176,26944237,2020-03-09,t,110.0,110.0,2.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14359,-8.61575,4,1.0,2.0,2.0,0.0,25.0,20.0,2.0,4.700480365792417
2178531,27052842,2020-03-09,t,30.0,30.0,2.0,1125.0,Canidelo,VILA NOVA DE GAIA,41.13176,-8.65814,2,1.0,1.0,2.0,0.0,10.0,0.0,1.0,3.4011973816621555
2178815,27244729,2020-03-09,f,50.0,50.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15312,-8.62131,4,2.0,2.0,2.0,0.0,60.0,0.0,5.0,3.912023005428146
2179179,27053462,2020-03-09,t,56.0,56.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14855,-8.60316,4,1.0,1.0,2.0,0.0,15.0,10.0,2.0,4.02535169073515
2179534,27245101,2020-03-09,f,38.0,38.0,2.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.19085,-8.70423,4,2.0,2.0,2.0,0.0,35.0,10.0,4.0,3.6375861597263857
2179886,27054093,2020-03-09,f,56.0,56.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14879,-8.60381,4,1.0,1.0,2.0,0.0,15.0,10.0,2.0,4.02535169073515
2180241,26948013,2020-03-09,t,26.0,26.0,3.0,1125.0,Bonfim,PORTO,41.16171,-8.60283,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.258096538021482
2180596,27249022,2020-03-09,t,58.0,58.0,2.0,1125.0,Bonfim,PORTO,41.14624,-8.59983,3,1.0,0.0,2.0,0.0,15.0,15.0,2.0,4.060443010546419
2180948,27054533,2020-03-09,f,58.0,58.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14696,-8.60514,4,1.0,1.0,1.0,0.0,15.0,10.0,2.0,4.060443010546419
2181303,27249089,2020-03-09,t,65.0,65.0,2.0,1125.0,Bonfim,PORTO,41.14839,-8.60034,4,1.0,0.0,1.0,0.0,15.0,15.0,2.0,4.174387269895637
2181658,26949142,2020-03-09,f,26.0,26.0,3.0,1125.0,Bonfim,PORTO,41.16179,-8.60322,2,1.0,1.0,1.0,0.0,15.0,0.0,2.0,3.258096538021482
2182013,27054939,2020-03-09,f,51.0,51.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14857,-8.6034,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.9318256327243257
2182374,27249402,2020-03-09,t,94.0,94.0,2.0,365.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13439,-8.61058,8,2.0,3.0,4.0,150.0,0.0,12.0,4.0,4.543294782270004
